Date,VTI,VEA,BND,BNDX
2010-01-21,56.65999984741211,33.97999954223633,79.52999877929688,
2010-01-22,55.40999984741211,33.220001220703125,79.5,
2010-01-25,55.650001525878906,33.709999084472656,79.38999938964844,
2010-01-26,55.400001525878906,33.529998779296875,79.58000183105469,
2010-01-27,55.66999816894531,33.459999084472656,79.47000122070312,
2010-01-28,55.0099983215332,32.90999984741211,79.5,
2010-01-29,54.36000061035156,32.34000015258789,79.5999984741211,
2010-02-01,55.189998626708984,32.959999084472656,79.30000305175781,
2010-02-02,55.900001525878906,33.599998474121094,79.3499984741211,
2010-02-03,55.619998931884766,33.09000015258789,79.30000305175781,
2010-02-04,53.88999938964844,31.799999237060547,79.44999694824219,
2010-02-05,53.97999954223633,31.520000457763672,79.58000183105469,
2010-02-08,53.560001373291016,31.239999771118164,79.58999633789062,
2010-02-09,54.27000045776367,32.16999816894531,79.43000030517578,
2010-02-10,54.189998626708984,31.969999313354492,79.25,
2010-02-11,54.77000045776367,32.2400016784668,79.12000274658203,
2010-02-12,54.77000045776367,32.15999984741211,79.2300033569336,
2010-02-16,55.689998626708984,32.66999816894531,79.33000183105469,
2010-02-17,56.0,32.709999084472656,79.1500015258789,
2010-02-18,56.31999969482422,33.0099983215332,79.04000091552734,
2010-02-19,56.52000045776367,32.709999084472656,79.04000091552734,
2010-02-22,56.43000030517578,32.7599983215332,79.01000213623047,
2010-02-23,55.75,32.38999938964844,79.30999755859375,
2010-02-24,56.25,32.4900016784668,79.41000366210938,
2010-02-25,56.22999954223633,32.36000061035156,79.5199966430664,
2010-02-26,56.22999954223633,32.58000183105469,79.61000061035156,
2010-03-01,56.900001525878906,32.81999969482422,79.45999908447266,
2010-03-02,57.08000183105469,33.060001373291016,79.5199966430664,
2010-03-03,57.150001525878906,33.529998779296875,79.52999877929688,
2010-03-04,57.29999923706055,33.36000061035156,79.58999633789062,
2010-03-05,58.209999084472656,34.11000061035156,79.47000122070312,
2010-03-08,58.220001220703125,34.02000045776367,79.33999633789062,
2010-03-09,58.34000015258789,33.91999816894531,79.38999938964844,
2010-03-10,58.650001525878906,34.13999938964844,79.33000183105469,
2010-03-11,58.869998931884766,34.25,79.31999969482422,
2010-03-12,58.869998931884766,34.40999984741211,79.3499984741211,
2010-03-15,58.849998474121094,34.20000076293945,79.45999908447266,
2010-03-16,59.33000183105469,34.599998474121094,79.5999984741211,
2010-03-17,59.709999084472656,34.79999923706055,79.62000274658203,
2010-03-18,59.63999938964844,34.59000015258789,79.4800033569336,
2010-03-19,59.25,34.22999954223633,79.54000091552734,
2010-03-22,59.66999816894531,34.29999923706055,79.62000274658203,
2010-03-23,60.09000015258789,34.58000183105469,79.62000274658203,
2010-03-24,59.7400016784668,33.959999084472656,79.22000122070312,
2010-03-25,59.400001525878906,34.0,78.97000122070312,
2010-03-26,59.38999938964844,34.209999084472656,79.13999938964844,
2010-03-29,59.7400016784668,34.560001373291016,78.97000122070312,
2010-03-30,59.77000045776367,34.59000015258789,79.12999725341797,
2010-03-31,59.59000015258789,34.619998931884766,79.19999694824219,
2010-04-01,60.02000045776367,35.130001068115234,78.93000030517578,
2010-04-05,60.599998474121094,35.08000183105469,78.47000122070312,
2010-04-06,60.77000045776367,35.119998931884766,78.52999877929688,
2010-04-07,60.45000076293945,34.7599983215332,78.83000183105469,
2010-04-08,60.59000015258789,34.790000915527344,78.79000091552734,
2010-04-09,61.0,35.29999923706055,78.94000244140625,
2010-04-12,61.13999938964844,35.439998626708984,79.0199966430664,
2010-04-13,61.20000076293945,35.400001525878906,79.18000030517578,
2010-04-14,61.95000076293945,35.849998474121094,79.12000274658203,
2010-04-15,62.029998779296875,35.880001068115234,79.23999786376953,
2010-04-16,61.060001373291016,35.040000915527344,79.41000366210938,
2010-04-19,61.220001220703125,34.970001220703125,79.30999755859375,
2010-04-20,61.79999923706055,35.2400016784668,79.38999938964844,
2010-04-21,61.75,34.970001220703125,79.44999694824219,
2010-04-22,62.04999923706055,34.630001068115234,79.4000015258789,
2010-04-23,62.470001220703125,34.86000061035156,79.33999633789062,
2010-04-26,62.25,34.93000030517578,79.30000305175781,
2010-04-27,60.75,33.54999923706055,79.58999633789062,
2010-04-28,61.150001525878906,33.52000045776367,79.54000091552734,
2010-04-29,61.95000076293945,34.099998474121094,79.56999969482422,
2010-04-30,60.88999938964844,33.65999984741211,79.80000305175781,
2010-05-03,61.709999084472656,33.84000015258789,79.5199966430664,
2010-05-04,60.209999084472656,32.5,79.75,
